type,dept,party,name,votes,elect
candidate,Yoro,PINU,Rafael  Sandoval Bardales,1095,0
candidate,Yoro,UD,Cesar David Adolfo Ham Pe¿a,9677,0
candidate,Yoro,UD,Hector Dario Martinez Soliz,5250,0
candidate,Yoro,UD,Hipolita Graciela Rodriguez ,5502,0
candidate,Yoro,UD,Marlon Edgardo Valeriano Chandia,3454,0
candidate,Yoro,UD,Mirian Lizzeth Urbina Najera,4920,0
candidate,Yoro,UD,Nerida Maritza Yanes Antunez,4298,0
candidate,Yoro,UD,Prisila  Alvarado Euceda,4871,0
candidate,Yoro,UD,Rafael  Sibrian Guerra,4186,0
candidate,Yoro,UD,Santos Paulino Cantillano Velasquez,5492,0
party,Atlántida,Nacional,,258347,3
party,Atlántida,LIBRE,,179696,2
party,Atlántida,Liberal,,141359,2
party,Atlántida,PAC,,82490,1
party,Atlántida,DC,,22998,0
party,Atlántida,PINU,,11110,0
party,Atlántida,UD,,10734,0
party,Atlántida,FAPER,,4717,0
party,Atlántida,PAP,,4596,0
dept,Atlántida,,,716047,8
party,Choluteca,Nacional,,411854,4
party,Choluteca,Liberal,,251623,2
party,Choluteca,LIBRE,,197711,2
party,Choluteca,PAC,,78581,1
party,Choluteca,PINU,,16794,0
party,Choluteca,DC,,14525,0
party,Choluteca,UD,,8269,0
party,Choluteca,Unidos Choluteca,,7494,0
party,Choluteca,PAP,,5207,0
party,Choluteca,FAPER,,3099,0
dept,Choluteca,,,995157,9
party,Colón,LIBRE,,114067,2
party,Colón,Nacional,,87849,1
party,Colón,Liberal,,47322,1
party,Colón,PAC,,7189,0
party,Colón,UD,,1757,0
party,Colón,FAPER,,1599,0
party,Colón,PINU,,1396,0
party,Colón,DC,,1251,0
party,Colón,PAP,,621,0
dept,Colón,,,263051,4
party,Comayagua,Nacional,,283200,3
party,Comayagua,LIBRE,,193777,2
party,Comayagua,Liberal,,149228,1
party,Comayagua,PAC,,68882,1
party,Comayagua,UD,,10091,0
party,Comayagua,PAP,,8820,0
party,Comayagua,FAPER,,6412,0
party,Comayagua,PINU,,6166,0
party,Comayagua,DC,,6104,0
dept,Comayagua,,,732680,7
party,Copán,Nacional,,279663,3
party,Copán,Liberal,,149685,2
party,Copán,LIBRE,,128690,2
party,Copán,PAC,,20910,0
party,Copán,UD-FAPER,,7157,0
party,Copán,DC,,3844,0
party,Copán,PINU,,1724,0
dept,Copán,,,591673,7
party,Cortés,PAC,,1729037,6
party,Cortés,LIBRE,,1516365,5
party,Cortés,Nacional,,1458651,5
party,Cortés,Liberal,,964169,3
party,Cortés,UD,,110668,1
party,Cortés,PINU,,72633,0
party,Cortés,DC,,71534,0
party,Cortés,PAP,,47401,0
party,Cortés,FAPER,,38237,0
dept,Cortés,,,6008695,20
party,El Paraíso,Nacional,,294433,3
party,El Paraíso,LIBRE,,212498,2
party,El Paraíso,Liberal,,167302,1
party,El Paraíso,PAC,,23953,0
party,El Paraíso,PINU,,5330,0
party,El Paraíso,UD,,3996,0
party,El Paraíso,PAP,,3214,0
party,El Paraíso,DC,,2717,0
party,El Paraíso,FAPER,,1262,0
dept,El Paraíso,,,714705,6
party,Francisco Morazán,Nacional,,2879341,8
party,Francisco Morazán,LIBRE,,2355528,6
party,Francisco Morazán,Liberal,,1409416,4
party,Francisco Morazán,PAC,,1235174,3
party,Francisco Morazán,PINU,,281348,1
party,Francisco Morazán,DC,,193249,1
party,Francisco Morazán,PAP,,138288,0
party,Francisco Morazán,UD,,131480,0
party,Francisco Morazán,FAPER,,39574,0
party,Francisco Morazán,Independiente Socialista,,16609,0
dept,Francisco Morazán,,,8680007,23
party,Gracias a Dios,Liberal,,5031,1
party,Gracias a Dios,LIBRE,,4663,0
party,Gracias a Dios,Nacional,,4488,0
party,Gracias a Dios,PAP,,86,0
party,Gracias a Dios,UD-FAPER,,76,0
party,Gracias a Dios,PINU,,74,0
party,Gracias a Dios,PAC,,64,0
party,Gracias a Dios,DC,,57,0
dept,Gracias a Dios,,,14539,1
party,Intibucá,Nacional,,83643,1
party,Intibucá,LIBRE,,40759,1
party,Intibucá,Liberal,,34337,1
party,Intibucá,PAC,,2714,0
party,Intibucá,PAP,,1336,0
party,Intibucá,DC,,996,0
party,Intibucá,UD-FAPER,,410,0
party,Intibucá,PINU,,381,0
dept,Intibucá,,,164576,3
party,Islas de la Bahía,Liberal,,6778,1
party,Islas de la Bahía,Nacional,,4609,0
party,Islas de la Bahía,LIBRE,,1190,0
party,Islas de la Bahía,PAP,,420,0
party,Islas de la Bahía,UD,,387,0
party,Islas de la Bahía,FAPER,,316,0
party,Islas de la Bahía,PAC,,210,0
party,Islas de la Bahía,PINU,,183,0
party,Islas de la Bahía,DC,,64,0
dept,Islas de la Bahía,,,14157,1
party,La Paz,Nacional,,64862,1
party,La Paz,LIBRE,,32797,1
party,La Paz,Liberal,,27450,1
party,La Paz,UD,,6631,0
party,La Paz,DC,,2739,0
party,La Paz,PAC,,1863,0
party,La Paz,PINU,,778,0
party,La Paz,PAP,,631,0
party,La Paz,FAPER,,522,0
dept,La Paz,,,138273,3
party,Lempira,Nacional,,260911,3
party,Lempira,LIBRE,,144044,2
party,Lempira,Liberal,,49133,0
party,Lempira,PAC,,1887,0
party,Lempira,DC,,650,0
party,Lempira,PINU,,604,0
party,Lempira,FAPER,,465,0
party,Lempira,UD,,304,0
party,Lempira,PAP,,256,0
dept,Lempira,,,458254,5
party,Ocotepeque,Nacional,,28708,1
party,Ocotepeque,Liberal,,18972,1
party,Ocotepeque,LIBRE,,18752,0
party,Ocotepeque,PAC,,1628,0
party,Ocotepeque,DC,,390,0
party,Ocotepeque,PINU,,227,0
party,Ocotepeque,FAPER,,191,0
party,Ocotepeque,PAP,,125,0
party,Ocotepeque,UD,,78,0
dept,Ocotepeque,,,69071,2
party,Olancho,Nacional,,387078,3
party,Olancho,LIBRE,,331681,3
party,Olancho,Liberal,,101192,1
party,Olancho,UD,,19344,0
party,Olancho,PAC,,15987,0
party,Olancho,DC,,12094,0
party,Olancho,PAP,,6674,0
party,Olancho,PINU,,6242,0
party,Olancho,FAPER,,3153,0
dept,Olancho,,,883445,7
party,Santa Bárbara,Nacional,,434666,4
party,Santa Bárbara,LIBRE,,429600,4
party,Santa Bárbara,Liberal,,81170,1
party,Santa Bárbara,PAC,,44727,0
party,Santa Bárbara,UD,,32850,0
party,Santa Bárbara,DC,,13778,0
party,Santa Bárbara,FAPER,,3358,0
party,Santa Bárbara,PAP,,1655,0
dept,Santa Bárbara,,,1041804,9
party,Valle,Nacional,,65738,2
party,Valle,Liberal,,51925,1
party,Valle,LIBRE,,39063,1
party,Valle,DC,,9538,0
party,Valle,PAC,,8074,0
party,Valle,UD,,1071,0
party,Valle,PAP,,1015,0
party,Valle,PINU,,671,0
dept,Valle,,,177095,4
party,Yoro,Nacional,,352103,3
party,Yoro,LIBRE,,309598,3
party,Yoro,Liberal,,227958,2
party,Yoro,PAC,,105353,1
party,Yoro,UD,,47650,0
party,Yoro,DC,,12399,0
party,Yoro,PINU,,7396,0
party,Yoro,FAPER,,4632,0
party,Yoro,PAP,,3581,0
dept,Yoro,,,1070670,9
total,,PAC,,3428723,13
total,,Nacional,,7640144,48
total,,Liberal,,3884050,26
total,,DC,,368927,1
total,,PINU,,413057,1
total,,UD,,385310,1
total,,FAPER,,107537,0
total,,PAP,,223926,0
total,,LIBRE,,6250479,38
total,,Unidos Choluteca,,7494,0
total,,UD-FAPER,,7643,0
total,,Independiente Socialista,,16609,0
total,,,,22733899,128
